index,sample.ID,ID,split,fold
8870,19513,19513,calibration,1
8872,19515,19515,test,-1
8873,19516,19516,test,-1
8874,19517,19517,calibration,5
8875,19518,19518,test,-1
8876,19519,19519,calibration,2
8877,1952,1952,test,-1
8878,19520,19520,calibration,5
8880,19522,19522,calibration,1
8881,19523,19523,test,-1
8882,19524,19524,calibration,3
8885,19527,19527,calibration,4
8886,19528,19528,calibration,4
8888,1953,1953,calibration,1
8890,19531,19531,test,-1
8891,19532,19532,test,-1
8892,19533,19533,calibration,5
8893,19534,19534,calibration,2
8894,19535,19535,calibration,1
8895,19536,19536,test,-1
8897,19538,19538,calibration,5
8898,19539,19539,test,-1
8899,1954,1954,calibration,1
8900,19540,19540,test,-1
8901,19541,19541,calibration,1
8902,19542,19542,calibration,3
8903,19543,19543,test,-1
8906,19546,19546,test,-1
8907,19547,19547,test,-1
8908,19548,19548,calibration,1
8912,19552,19552,calibration,3
8913,19553,19553,calibration,4
8915,19555,19555,calibration,5
8917,19557,19557,test,-1
8919,19559,19559,calibration,4
8920,1956,1956,calibration,1
8921,19560,19560,calibration,5
8922,19561,19561,test,-1
8924,19563,19563,test,-1
8926,19565,19565,calibration,3
8928,19567,19567,calibration,1
8929,19568,19568,calibration,4
8931,1957,1957,calibration,3
8932,19570,19570,calibration,5
8933,19571,19571,calibration,3
8934,19572,19572,test,-1
8935,19573,19573,test,-1
8936,19574,19574,calibration,4
8937,19575,19575,test,-1
8938,19576,19576,calibration,4
8939,19577,19577-REP1,calibration,3
8940,19577,19577-REP2,calibration,5
8941,19578,19578,test,-1
8942,19579,19579,test,-1
8943,1958,1958,calibration,5
8944,19580,19580,test,-1
8945,19581,19581,calibration,5
8946,19582,19582,calibration,3
8947,19583,19583,calibration,1
8948,19584,19584,calibration,4
8949,19585,19585,calibration,4
8950,19586,19586,calibration,5
8951,19587,19587,test,-1
8952,19588,19588,test,-1
8953,19589,19589,calibration,3
8954,1959,1959,test,-1
8956,19591,19591,calibration,2
8957,19592,19592,calibration,1
8958,19593,19593,test,-1
8959,19594,19594,calibration,5
8960,19595,19595,calibration,3
8961,19596,19596,calibration,2
8962,19597,19597,calibration,4
8963,19598,19598,calibration,5
8964,19599,19599,test,-1
8965,196,196,test,-1
8966,1960,1960,calibration,2
8967,19600,19600,test,-1
8971,19604,19604,test,-1
8972,19605,19605,calibration,4
8973,19606,19606,calibration,5
8974,19607,19607,calibration,5
8975,19608,19608,test,-1
8976,19609,19609,calibration,4
8977,1961,1961,calibration,2
8978,19610,19610,test,-1
8979,19611,19611,calibration,1
8980,19612,19612,calibration,4
8982,19614,19614,calibration,3
8983,19615,19615,calibration,4
8984,19616,19616,calibration,1
8988,1962,1962,calibration,4
8989,19620,19620,calibration,1
8991,19622,19622,test,-1
8992,19623,19623,test,-1
8993,19624,19624,test,-1
8995,19626,19626,calibration,3
8996,19627,19627,test,-1
8999,1963,1963,calibration,2
9000,19630,19630,calibration,2
9002,19633,19633,test,-1
9003,19634,19634,calibration,1
9005,19636,19636,calibration,5
9007,19638,19638,calibration,1
9008,19639,19639,calibration,3
9009,1964,1964,calibration,4
9010,19640,19640,calibration,1
9013,19643,19643,calibration,3
9014,19644,19644,calibration,2
9017,19647,19647,calibration,2
9018,19648,19648,calibration,3
9019,19649,19649,test,-1
9020,1965,1965,test,-1
9021,19650,19650,calibration,2
9023,19654,19654,test,-1
9024,19655,19655,calibration,3
9025,19656,19656,test,-1
9026,19657,19657,test,-1
9027,19658,19658,test,-1
9028,19659,19659,calibration,3
9029,1966,1966,calibration,5
9030,19660,19660,calibration,5
9032,19662,19662,test,-1
9034,19664,19664,calibration,3
9035,19665,19665,calibration,3
9036,19666,19666,calibration,3
9037,19667,19667,calibration,2
9039,19669,19669,test,-1
9040,1967,1967,calibration,2
9041,19670,19670,calibration,5
9044,19673,19673,test,-1
9046,19676,19676,test,-1
9047,19677,19677,test,-1
9048,19678,19678,calibration,3
9049,19679,19679,calibration,3
9050,1968,1968,calibration,1
9051,19680,19680,calibration,5
9052,19681,19681,calibration,5
9053,19682,19682,calibration,1
9054,19683,19683,calibration,3
9055,19684,19684,calibration,2
9056,19685,19685,test,-1
9057,19686,19686,test,-1
9058,19687,19687,calibration,3
9059,19688,19688,calibration,5
9060,19689,19689,test,-1
9061,1969,1969,calibration,4
9064,19692,19692,calibration,3
9065,19694,19694,calibration,2
9066,19696,19696,calibration,4
9067,19697,19697,calibration,2
9068,19698,19698,test,-1
9069,19699,19699,calibration,1
9070,197,197,test,-1
9071,19700,19700,test,-1
9072,19701,19701,calibration,4
9073,19702,19702,test,-1
9075,19704,19704,test,-1
9076,19705,19705,test,-1
9077,19706,19706,calibration,1
9079,19708,19708,calibration,5
9080,19709,19709,calibration,2
9081,1971,1971,calibration,1
9084,19712,19712,calibration,1
9085,19713,19713,test,-1
9086,19714,19714,test,-1
9088,19716,19716,calibration,1
9089,19717,19717,calibration,5
9090,19718,19718,calibration,2
9091,19719,19719,calibration,1
9092,1972,1972,calibration,1
9093,19720,19720,test,-1
9094,19721,19721,calibration,3
9096,19723,19723,test,-1
9097,19724,19724,calibration,2
9098,19725,19725,test,-1
9099,19726,19726,test,-1
9100,19727,19727,calibration,3
9102,19729,19729,calibration,1
9103,19730,19730,calibration,5
9107,19734,19734,calibration,1
9108,19735,19735,calibration,1
9109,19737,19737,test,-1
9110,19738,19738,calibration,3
9111,19739,19739,calibration,5
9112,1974,1974,calibration,2
9114,19741,19741,calibration,3
9115,19742,19742,calibration,3
9116,19743,19743,test,-1
9117,19744,19744,test,-1
9120,19747,19747,calibration,2
9122,19749,19749,calibration,3
9123,1975,1975,calibration,5
9127,19753,19753,test,-1
9129,19755,19755,calibration,2
9130,19756,19756,calibration,3
9133,19759,19759,calibration,4
9134,1976,1976,calibration,5
9136,19761,19761,test,-1
9137,19762,19762,test,-1
9138,19763,19763,calibration,4
9139,19764,19764,calibration,5
9140,19765,19765,calibration,4
9141,19766,19766,calibration,1
9142,19767,19767,calibration,5
9143,19768,19768,calibration,3
9144,19769,19769,calibration,1
9145,1977,1977,calibration,3
9146,19770,19770,calibration,4
9147,19771,19771,calibration,4
9149,19773,19773,calibration,3
9151,19775,19775,calibration,3
9152,19776,19776,calibration,5
9156,1978,1978,test,-1
9157,19780,19780,calibration,1
9159,19782,19782,calibration,4
9160,19783,19783,calibration,1
9161,19784,19784,calibration,1
9162,19785,19785,test,-1
9165,19788,19788,calibration,5
9166,19789,19789,test,-1
9167,1979,1979,test,-1
9170,19792,19792,calibration,1
9171,19793,19793,calibration,3
9172,19794,19794,test,-1
9173,19795,19795,calibration,2
9174,19796,19796,calibration,3
9175,19797,19797,test,-1
9177,19799,19799,test,-1
9178,198,198,calibration,1
9179,1980,1980,calibration,1
9180,19800,19800,calibration,5
9184,19805,19805,calibration,3
9185,19806,19806,calibration,1
9186,19807,19807,test,-1
9188,19809,19809,calibration,3
9189,1981,1981,test,-1
9191,19811,19811,calibration,2
9192,19812,19812,test,-1
9193,19813,19813,calibration,3
9195,19815,19815,calibration,5
9197,19817,19817,calibration,3
9198,19818,19818,calibration,2
9199,19819,19819,calibration,3
9200,1982,1982,test,-1
9201,19820,19820,calibration,2
9202,19821,19821,test,-1
9205,19824,19824,calibration,4
9207,19826,19826,calibration,1
9208,19827,19827,test,-1
9209,19828,19828,calibration,1
9210,19829,19829,calibration,3
9211,19830,19830,test,-1
9213,19832,19832,calibration,4
9214,19833,19833,test,-1
9215,19834,19834,test,-1
9216,19835,19835,calibration,3
9218,19837,19837,test,-1
9220,19839,19839,calibration,3
9221,1984,1984,test,-1
9223,19841,19841,calibration,5
9224,19842,19842,calibration,3
9225,19843,19843,calibration,3
9227,19845,19845,calibration,1
9228,19846,19846,calibration,2
9229,19847,19847,calibration,5
9230,19848,19848,calibration,4
9232,1985,1985,calibration,2
9233,19850,19850,calibration,3
9234,19852,19852,calibration,1
9235,1986,1986,test,-1
9236,19860,19860,test,-1
9237,19861,19861,calibration,5
9238,19862,19862,test,-1
9239,19863,19863,test,-1
9240,19864,19864,test,-1
9242,19866,19866,calibration,3
9244,1987,1987,calibration,3
9245,19870,19870,calibration,2
9247,19872,19872,calibration,5
9249,19874,19874,test,-1
9250,19875,19875,test,-1
9253,1988,1988,test,-1
9254,19880,19880,test,-1
9255,19881,19881,calibration,1
9256,19882,19882,calibration,3
9257,19883,19883,calibration,5
9258,19884,19884,calibration,5
9259,19885,19885,calibration,2
9260,19886,19886,calibration,5
9261,19887,19887,test,-1
9262,19888,19888,test,-1
9264,1989,1989,calibration,5
9265,19890,19890,calibration,3
9267,19892,19892,calibration,1
9268,19893,19893,test,-1
9269,19894,19894,calibration,4
9271,19896,19896,test,-1
9273,199,199,calibration,1
9274,1990,1990,calibration,2
9275,1991,1991,calibration,5
9276,1992,1992,test,-1
9280,19923,19923,test,-1
9281,19925,19925,calibration,2
9284,19929,19929,calibration,3
9285,1993,1993,test,-1
9287,19931,19931,test,-1
9288,19932,19932,calibration,2
9289,19933,19933,calibration,2
9290,19934,19934,calibration,5
9291,19935,19935,calibration,2
9292,19936,19936,calibration,4
9293,19937,19937,test,-1
9294,19938,19938,calibration,4
9295,19939,19939,test,-1
9296,1994,1994,calibration,2
9297,19940,19940,test,-1
9298,19941,19941,test,-1
9300,19943,19943,calibration,5
9302,19945,19945,calibration,3
9305,19948,19948,calibration,2
9307,1995,1995,calibration,4
9308,19950,19950,test,-1
9309,19951,19951,calibration,3
9310,19952,19952,calibration,2
9311,19953,19953,calibration,1
9312,19954,19954,calibration,5
9313,19955,19955,test,-1
9314,19956,19956,calibration,1
9316,19958,19958,calibration,3
9317,19959,19959,calibration,1
9318,1996,1996,calibration,5
9319,19960,19960,calibration,2
9320,19961,19961,test,-1
9321,19962,19962,test,-1
9322,19963,19963,calibration,1
9323,19964,19964,test,-1
9325,19966,19966,calibration,3
9326,19967,19967,calibration,5
9327,19968,19968,test,-1
9328,19969,19969,calibration,1
9329,1997,1997,calibration,1
9330,19970,19970,calibration,5
9332,19972,19972,calibration,1
9333,19973,19973,calibration,5
9334,19974,19974,calibration,1
9335,19975,19975,test,-1
9337,19977,19977,calibration,5
9338,19978,19978,test,-1
9339,19979,19979,calibration,1
9340,1998,1998,calibration,1
9341,19980,19980,test,-1
9342,19981,19981,calibration,1
9343,19982,19982,calibration,5
9344,19983,19983,test,-1
9345,19984,19984,test,-1
9346,19985,19985,calibration,5
9347,19986,19986,test,-1
9348,19987,19987,calibration,2
9349,19988,19988,calibration,5
9350,19989,19989,test,-1
9351,1999,1999,test,-1
9352,19990,19990,calibration,3
9354,19992,19992,calibration,4
9355,19993,19993,calibration,3
9356,19994,19994,test,-1
9357,19995,19995,calibration,3
9358,19996,19996,calibration,1
9359,19997,19997,test,-1
9360,19998,19998,test,-1
9363,20,20,calibration,5
9364,200,200,test,-1
9365,2000,2000,calibration,5
9366,20000,20000,calibration,5
9367,20001,20001,calibration,5
9368,20002,20002,calibration,3
9369,20003,20003,calibration,1
9370,20004,20004,calibration,4
9371,20005,20005,calibration,2
9372,20006,20006,test,-1
9373,20007,20007,test,-1
9374,20008,20008,calibration,1
9375,20009,20009,test,-1
9376,2001,2001,calibration,4
9377,20010,20010,calibration,4
9378,20011,20011,calibration,2
9379,20012,20012,calibration,3
9381,20014,20014,calibration,5
9382,20015,20015,calibration,3
9383,20016,20016,test,-1
9384,20017,20017,test,-1
9386,20019,20019,calibration,2
9387,2002,2002,test,-1
9388,20020,20020,calibration,4
9389,20021,20021,calibration,3
9390,20022,20022,test,-1
9393,20025,20025,calibration,4
9394,20027,20027,calibration,4
9395,20028,20028,test,-1
9396,20029,20029,test,-1
9397,2003,2003,calibration,4
9398,20030,20030,calibration,2
9399,20031,20031,calibration,1
9400,20032,20032,calibration,4
9401,20033,20033,test,-1
9403,20035,20035,calibration,2
9404,20036,20036,calibration,5
9405,20037,20037,test,-1
9407,2004,2004,calibration,3
9408,20040,20040,calibration,1
9411,20043,20043,test,-1
9412,20045,20045,calibration,1
9414,20047,20047,calibration,4
9415,20048,20048,calibration,1
9416,2005,2005,calibration,4
9417,20050,20050,calibration,1
9418,20051,20051,test,-1
9419,20052,20052,test,-1
9421,20055,20055,calibration,2
9422,20056,20056,test,-1
9423,20057,20057,calibration,4
9424,20058,20058,calibration,3
9425,2006,2006,calibration,4
9426,20060,20060,calibration,5
9427,20061,20061,test,-1
9428,20062,20062,calibration,1
9429,20063,20063,test,-1
9430,20064,20064,calibration,3
9431,20065,20065,test,-1
9432,20066,20066,calibration,2
9433,20067,20067,test,-1
9434,20068,20068,calibration,1
9435,20069,20069,calibration,2
9436,2007,2007,test,-1
9437,20070,20070,calibration,1
9438,20071,20071,calibration,3
9439,20072,20072,test,-1
9440,20073,20073,test,-1
9441,20074,20074,calibration,4
9442,2008,2008,calibration,2
9443,20080,20080,calibration,2
9444,20081,20081,calibration,4
9445,2009,2009,calibration,1
9446,201,201,calibration,2
9447,2010,2010,calibration,1
9449,2011,2011,calibration,2
9450,20110,20110,calibration,1
9451,20111,20111,calibration,3
9452,20112,20112,test,-1
9453,20113,20113,calibration,2
9454,20114,20114,calibration,5
9455,20115,20115,calibration,2
9458,20118,20118,calibration,1
9459,20119,20119,calibration,2
9460,2012,2012,calibration,1
9464,20123,20123,calibration,5
9465,20124,20124,calibration,5
9466,20125,20125,calibration,3
9467,20126,20126,calibration,5
9468,20127,20127,test,-1
9469,20128,20128,calibration,4
9470,20129,20129,test,-1
9471,2013,2013,calibration,4
9472,20130,20130,calibration,2
9473,20131,20131,calibration,4
9474,20132,20132,calibration,4
9475,20133,20133,calibration,2
9476,20134,20134,test,-1
9477,20135,20135,test,-1
9478,20136,20136,calibration,3
9479,20137,20137,test,-1
9480,20138,20138,test,-1
9481,20139,20139,calibration,3
9482,2014,2014,test,-1
9483,20140,20140,test,-1
9484,20141,20141,calibration,5
9485,20142,20142,test,-1
9486,20143,20143,calibration,3
9487,20144,20144,calibration,1
9490,20147,20147,test,-1
9491,20148,20148,calibration,2
9492,20149,20149,test,-1
9493,2015,2015,calibration,3
9495,20151,20151,calibration,2
9496,20152,20152,calibration,4
9497,20153,20153,test,-1
9498,20154,20154,calibration,5
9499,20155,20155,calibration,2
9500,20156,20156,test,-1
9502,20158,20158,calibration,1
9503,20159,20159,calibration,5
9504,2016,2016,calibration,4
9505,20160,20160,calibration,4
9506,20161,20161,calibration,5
9507,20168,20168,calibration,1
9509,2017,2017,calibration,2
9510,20170,20170,calibration,2
9512,20172,20172,test,-1
9513,20173,20173,calibration,2
9514,20174,20174,calibration,4
9516,20176,20176,test,-1
9517,20177,20177,test,-1
9518,20178,20178,test,-1
9519,20179,20179,calibration,1
9520,2018,2018,calibration,3
9521,20180,20180,test,-1
9522,20181,20181,calibration,4
9523,20182,20182,calibration,3
9524,20183,20183,test,-1
9525,20184,20184,test,-1
9526,20185,20185,calibration,1
9528,20187,20187,calibration,5
9529,20188,20188,calibration,4
9530,20189,20189,test,-1
9531,2019,2019,calibration,1
9533,20191,20191,calibration,5
9536,20194,20194,calibration,2
9537,20195,20195,calibration,1
9538,20196,20196,test,-1
9539,20197,20197,test,-1
9540,20198,20198,calibration,3
9541,20199,20199,calibration,3
9542,202,202,calibration,3
9543,2020,2020,calibration,2
9544,20200,20200,test,-1
9545,20201,20201,calibration,1
9546,20203,20203,calibration,1
9547,20204,20204,test,-1
9548,20205,20205,calibration,3
9549,20206,20206,calibration,1
9550,20207,20207,calibration,4
9551,20208,20208,calibration,3
9552,20209,20209,test,-1
9553,2021,2021,calibration,2
9554,20210,20210,calibration,2
9555,20211,20211,calibration,5
9556,20212,20212,calibration,3
9557,20213,20213,calibration,3
9558,20214,20214,calibration,2
9559,20215,20215,calibration,2
9560,20216,20216,calibration,4
9561,20217,20217,calibration,2
9563,20219,20219,calibration,5
9564,2022,2022,calibration,5
9565,20220,20220,calibration,1
9566,20221,20221,calibration,4
9567,20222,20222,calibration,5
9568,20223,20223,test,-1
9569,20224,20224,test,-1
9570,20225,20225,calibration,5
9572,20227,20227,calibration,1
9573,20228,20228,calibration,4
9574,20229,20229,calibration,2
9575,2023,2023,calibration,5
9576,20230,20230,test,-1
9577,20231,20231,calibration,2
9578,20232,20232,test,-1
9579,20233,20233,calibration,4
9580,20234,20234,calibration,2
9584,20238,20238,calibration,1
9585,20239,20239,calibration,1
9586,2024,2024,calibration,2
9588,20241,20241,test,-1
9591,20244,20244,test,-1
9592,20245,20245,calibration,2
9593,20246,20246,calibration,1
9594,20247,20247,test,-1
9595,20248,20248,test,-1
9596,20249,20249,test,-1
9597,2025,2025,calibration,5
9598,20250,20250,calibration,5
9600,20252,20252,test,-1
9601,20253,20253,calibration,3
9602,20254,20254,calibration,2
9603,20255,20255,calibration,3
9604,20256,20256,calibration,3
9605,20257,20257,test,-1
9608,2026,2026,calibration,2
9610,20261,20261,test,-1
9611,20262,20262,test,-1
9613,20264,20264,calibration,1
9615,20266,20266,calibration,5
9618,20269,20269,calibration,3
9619,2027,2027,calibration,2
9620,20270,20270,calibration,5
9621,20271,20271,test,-1
9624,20274,20274,calibration,1
9625,20275,20275,calibration,5
9626,20276,20276,calibration,3
9627,20277,20277,calibration,5
9628,20278,20278,calibration,3
9630,2028,2028,test,-1
9634,20283,20283,test,-1
9635,20284,20284,calibration,5
9636,20285,20285,calibration,3
9638,20287,20287,test,-1
9639,20288,20288,calibration,2
9640,20289,20289,test,-1
9641,2029,2029,calibration,1
9642,20290,20290,calibration,5
9643,20291,20291,calibration,4
9646,20294,20294,test,-1
9649,20297,20297,test,-1
9652,2030,2030,calibration,1
9653,20300,20300,calibration,5
9654,20301,20301,test,-1
9656,20303,20303,test,-1
9657,20304,20304,calibration,5
9658,20305,20305,test,-1
9659,20306,20306,calibration,4
9661,20308,20308,test,-1
9662,2031,2031,test,-1
9663,2032,2032,calibration,2
9664,2034,2034,test,-1
9665,2035,2035,calibration,4
9666,2036,2036,calibration,5
9669,20367,20367,calibration,1
9670,20368,20368,calibration,3
9672,2037,2037,test,-1
9673,20370,20370,calibration,3
9674,20371,20371,test,-1
9677,20374,20374,calibration,2
9678,20375,20375,calibration,5
9679,20376,20376,test,-1
9680,20377,20377,calibration,4
9681,20378,20378,test,-1
9682,20379,20379,test,-1
9683,2038,2038,test,-1
9684,20380,20380,test,-1
9685,20381,20381,calibration,3
9686,20382,20382,calibration,4
9687,20383,20383,calibration,5
9689,20385,20385,calibration,2
9690,20386,20386,calibration,3
9691,20387,20387,test,-1
9692,20388,20388,calibration,4
9694,2039,2039,test,-1
9695,20390,20390,calibration,3
9698,20393,20393,calibration,1
9699,20394,20394,calibration,1
9700,20395,20395,test,-1
9701,20396,20396,test,-1
9702,20397,20397,calibration,5
9703,20398,20398,calibration,2
9704,20399,20399,test,-1
9705,204,204,test,-1
9707,20401,20401,calibration,3
9708,20402,20402,test,-1
9709,20403,20403,calibration,5
9710,20404,20404,test,-1
9711,20405,20405,calibration,4
9712,20406,20406,test,-1
9713,20407,20407,test,-1
9714,20408,20408,test,-1
9715,20409,20409,calibration,4
9716,2041,2041,test,-1
9717,20410,20410,calibration,4
9718,20411,20411,calibration,5
9719,20412,20412,calibration,5
9720,20413,20413,test,-1
9721,20414,20414,calibration,1
9723,20416,20416,test,-1
9724,20417,20417,test,-1
9725,20418,20418,calibration,5
9726,2042,2042,calibration,3
9727,20424,20424,calibration,3
9729,20426,20426,calibration,5
9730,20427,20427,calibration,2
9732,20429,20429,calibration,4
9733,2043,2043,calibration,5
9734,20430,20430,calibration,1
9737,20435,20435,test,-1
9739,20438,20438,calibration,1
9741,2044,2044,test,-1
9742,20440,20440,calibration,1
9743,20441,20441,test,-1
9744,20442,20442,calibration,1
9745,20443,20443,test,-1
9746,20444,20444,calibration,4
9748,20446,20446,calibration,4
9749,20447,20447,calibration,2
9750,20448,20448,test,-1
9751,20449,20449,calibration,1
9753,20451,20451,calibration,1
9754,20452,20452,test,-1
9756,20454,20454,calibration,1
9757,20455,20455,calibration,1
9758,20456,20456,calibration,2
9759,20457,20457,test,-1
9760,20458,20458,test,-1
9761,20459,20459,test,-1
9762,2046,2046,calibration,2
9763,20460,20460,calibration,3
9765,20462,20462,calibration,1
9766,20463,20463,calibration,1
9767,20464,20464,calibration,3
9768,20465,20465,test,-1
9769,20466,20466,calibration,3
9770,20467,20467,calibration,2
9771,20469,20469,calibration,1
9772,2047,2047,calibration,2
9775,20472,20472,calibration,5
9776,20473,20473,calibration,5
9779,20476,20476,calibration,1
9780,20477,20477,test,-1
9782,20479,20479,test,-1
9783,2048,2048,test,-1
9784,20480,20480,test,-1
9785,20481,20481,test,-1
9788,20484,20484,calibration,2
9789,20485,20485,calibration,4
9792,20488,20488,calibration,3
9793,20489,20489,test,-1
9794,2049,2049,test,-1
9795,20490,20490,calibration,3
9796,20491,20491,test,-1
9797,20492,20492,calibration,4
9799,20494,20494,calibration,3
9802,20497,20497,calibration,5
9804,20499,20499,test,-1
9805,205,205,calibration,5
9806,2050,2050,calibration,4
9807,20500,20500,test,-1
9809,20502,20502,calibration,4
9811,20504,20504,calibration,2
9812,20505,20505,calibration,1
9813,20506,20506,calibration,3
9814,20507,20507,calibration,3
9815,20508,20508,test,-1
9816,20509,20509,test,-1
9817,2051,2051,test,-1
9819,20511,20511,calibration,3
9822,20514,20514,test,-1
9823,20515,20515,calibration,2
9824,20516,20516,calibration,4
9825,20517,20517,calibration,2
9826,20518,20518,calibration,2
9828,2052,2052,calibration,2
9829,20520,20520,test,-1
9830,20521,20521,calibration,2
9831,20522,20522,calibration,5
9832,20523,20523,calibration,5
9833,20524,20524,calibration,2
9834,20525,20525,calibration,5
9835,20526,20526,test,-1
9838,20529,20529,calibration,3
9839,2053,2053,test,-1
9840,20530,20530,calibration,4
9842,20532,20532,test,-1
9843,20533,20533,test,-1
9844,20534,20534,calibration,3
9845,20535,20535,test,-1
9846,20538,20538,test,-1
9847,20539,20539,calibration,4
9848,2054,2054,calibration,5
9850,20541,20541,calibration,5
9851,20542,20542,calibration,5
9852,20543,20543,calibration,3
9854,20545,20545,calibration,5
9855,20547,20547,calibration,5
9857,20549,20549,calibration,1
9858,2055,2055,test,-1
9859,20550,20550,test,-1
9860,20551,20551,calibration,1
9861,20552,20552,test,-1
9862,20553,20553,test,-1
9863,20554,20554,test,-1
9864,20555,20555,calibration,4
9865,20557,20557,test,-1
9866,20558,20558,test,-1
9867,20559,20559,calibration,5
9868,2056,2056,calibration,2
9869,20560,20560,calibration,4
9870,20561,20561,calibration,1
9871,20562,20562,calibration,2
9872,20563,20563,test,-1
9873,20564,20564,calibration,2
9876,20567,20567,test,-1
9877,20568,20568,calibration,2
9878,20569,20569,calibration,5
9879,2057,2057,calibration,3
9881,20571,20571,test,-1
9882,20572,20572,calibration,3
9884,20574,20574,test,-1
9885,20575,20575,calibration,3
9887,20577,20577,test,-1
9888,20578,20578,calibration,2
9890,2058,2058,calibration,4
9891,20580,20580,calibration,5
9892,20581,20581,calibration,4
9895,20584,20584,calibration,2
9896,20585,20585,calibration,4
9897,20586,20586,calibration,1
9898,20587,20587,calibration,4
9899,20588,20588,calibration,1
9900,20589,20589,test,-1
9901,2059,2059,calibration,3
9903,20591,20591,test,-1
9906,20594,20594,calibration,5
9909,20597,20597,test,-1
9911,20599,20599,calibration,4
9912,206,206,calibration,4
9913,2060,2060,calibration,3
9914,20600,20600,test,-1
9915,20601,20601,calibration,3
9916,20602,20602,test,-1
9917,20603,20603,test,-1
9918,20604,20604,calibration,2
9919,20605,20605,calibration,1
9920,20606,20606,test,-1
9921,20607,20607,calibration,1
9922,20608,20608,test,-1
9923,20609,20609,calibration,2
9924,2061,2061,calibration,3
9926,20611,20611,calibration,2
9927,20612,20612,calibration,3
9928,20613,20613,calibration,5
9929,20614,20614,test,-1
9931,20616,20616,test,-1
9932,20617,20617,calibration,2
9934,20619,20619,calibration,2
9935,2062,2062,calibration,1
9936,20620,20620,test,-1
9939,20623,20623,calibration,1
9940,20624,20624,calibration,1
9941,20625,20625,test,-1
9942,20626,20626,calibration,3
9945,20629,20629,calibration,2
9946,2063,2063,test,-1
9948,20631,20631,calibration,5
9950,20633,20633,calibration,4
9954,20637,20637,test,-1
9955,20638,20638,calibration,1
9957,2064,2064,calibration,2
9961,20643,20643,calibration,4
9964,20646,20646,test,-1
9966,20648,20648,test,-1
9967,20649,20649,test,-1
9968,2065,2065,test,-1
9970,20651,20651,test,-1
9971,20652,20652,calibration,5
9972,20653,20653,calibration,3
9973,20654,20654,calibration,3
9974,20655,20655,test,-1
9976,20658,20658,calibration,1
9978,2066,2066,test,-1
9980,20661,20661,calibration,4
9981,20662,20662,calibration,2
9982,20663,20663,calibration,4
9983,20667,20667,test,-1
9986,2067,2067,calibration,3
9987,20670,20670,calibration,3
9988,20671,20671,calibration,4
9989,20672,20672,calibration,1
9990,20673,20673,calibration,5
9992,20675,20675,calibration,1
9995,20678,20678,calibration,3
9996,20679,20679,test,-1
9997,2068,2068,calibration,4
9998,20680,20680,test,-1
9999,20681,20681,calibration,4
10000,20682,20682,test,-1
10001,20683,20683,calibration,2
10002,20684,20684,test,-1
10003,20685,20685,calibration,1
10004,20686,20686,test,-1
10005,20687,20687,calibration,5
10006,20688,20688,calibration,1
10007,20689,20689,test,-1
10008,2069,2069,test,-1
10009,20690,20690,calibration,2
10010,20691,20691,calibration,4
10011,20692,20692,calibration,1
10012,20693,20693,calibration,2
10013,20694,20694,calibration,4
10014,20695,20695,calibration,3
10015,20696,20696,calibration,4
10016,20697,20697,calibration,2
10017,20698,20698,calibration,3
10018,207,207,test,-1
10019,2070,2070,test,-1
10020,20700,20700,test,-1
10021,20701,20701,calibration,2
10022,20702,20702,test,-1
10023,20703,20703,calibration,4
10024,20704,20704,calibration,1
10025,20705,20705,calibration,4
10026,20706,20706,calibration,4
10027,20707,20707,calibration,2
10028,20708,20708,calibration,4
10030,2071,2071,calibration,5
10031,20710,20710,calibration,4
10032,20711,20711,calibration,1
10033,20712,20712,calibration,2
10034,20713,20713,calibration,1
10035,20714,20714,calibration,1
10036,20715,20715,test,-1
10037,20716,20716,calibration,1
10038,20718,20718,calibration,1
10039,20720,20720,calibration,4
10040,20721,20721,calibration,1
10041,20722,20722,calibration,3
10042,20723,20723,calibration,3
10043,20724,20724,test,-1
10044,20725,20725,calibration,2
10045,20726,20726,calibration,2
10046,20727,20727,calibration,4
10047,20728,20728,calibration,1
10048,20729,20729,test,-1
10049,2073,2073,calibration,5
10050,20730,20730,calibration,5
10051,20731,20731,test,-1
10052,20732,20732,calibration,5
10053,20733,20733,test,-1
10054,20734,20734,test,-1
10055,20735,20735,test,-1
10056,20736,20736,calibration,1
10057,20737,20737,calibration,1
10058,20738,20738,calibration,1
10059,20739,20739,calibration,2
10060,2074,2074,test,-1
10061,20740,20740,test,-1
10062,20741,20741,test,-1
10063,20742,20742,calibration,2
10064,20743,20743,test,-1
10065,20744,20744,test,-1
10066,20745,20745,test,-1
10067,20746,20746,calibration,5
10068,20747,20747,calibration,2
10071,2075,2075,calibration,5
10072,20750,20750,calibration,3
10073,20751,20751,test,-1
10074,20752,20752,test,-1
10075,20753,20753,calibration,3
10076,20754,20754,calibration,1
10077,20755,20755,calibration,3
10078,20757,20757,test,-1
10079,20758,20758,test,-1
10080,20759,20759,test,-1
10081,2076,2076,calibration,2
10082,20760,20760,test,-1
10083,20761,20761,test,-1
10084,20762,20762,calibration,5
10085,20763,20763,calibration,5
10086,20764,20764,calibration,5
10087,20765,20765,calibration,5
10088,20766,20766,test,-1
10089,20767,20767,calibration,3
10090,20768,20768,calibration,5
10091,20769,20769,test,-1
10092,2077,2077,calibration,4
10093,20770,20770,calibration,3
10094,20771,20771,calibration,3
10095,20772,20772,calibration,5
